   0.000000000000e+00  -3.056056448657e-01
   4.882812500000e-02  -2.613004661205e-01
   9.765625000000e-02  -2.258362325815e-01
   1.464843750000e-01  -1.971814914959e-01
   1.953125000000e-01  -1.738189096031e-01
   2.441406250000e-01  -1.546052195148e-01
   2.929687500000e-01  -1.386716539721e-01
   3.417968750000e-01  -1.253525668398e-01
   3.906250000000e-01  -1.141338399889e-01
   4.394531250000e-01  -1.046152917940e-01
   4.882812500000e-01  -9.648307268179e-02
   5.371093750000e-01  -8.948923946473e-02
   5.859375000000e-01  -8.343652896472e-02
   6.347656250000e-01  -7.816692519153e-02
   6.835937500000e-01  -7.355301420208e-02
   7.324218750000e-01  -6.949140216933e-02
   7.812500000000e-01  -6.589767066685e-02
   8.300781250000e-01  -6.270248513825e-02
   8.789062500000e-01  -5.984857398732e-02
   9.277343750000e-01  -5.728836914917e-02
   9.765625000000e-01  -5.498215236435e-02
   1.025390625000e+00  -5.289659035608e-02
   1.074218750000e+00  -5.100357085350e-02
   1.123046875000e+00  -4.927927264845e-02
   1.171875000000e+00  -4.770341873788e-02
   1.220703125000e+00  -4.625867343020e-02
   1.269531250000e+00  -4.493015327516e-02
   1.318359375000e+00  -4.370502842315e-02
   1.367187500000e+00  -4.257219619022e-02
   1.416015625000e+00  -4.152201254631e-02
   1.464843750000e+00  -4.054607029112e-02
   1.513671875000e+00  -3.963701502599e-02
   1.562500000000e+00  -3.878839185999e-02
   1.611328125000e+00  -3.799451721242e-02
   1.660156250000e+00  -3.725037119290e-02
   1.708984375000e+00  -3.655150692200e-02
   1.757812500000e+00  -3.589397384983e-02
   1.806640625000e+00  -3.527425268961e-02
   1.855468750000e+00  -3.468920001723e-02
   1.904296875000e+00  -3.413600094997e-02
   1.953125000000e+00  -3.361212859760e-02
   2.001953125000e+00  -3.311530920741e-02
   2.050781250000e+00  -3.264349212547e-02
   2.099609375000e+00  -3.219482380961e-02
   2.148437500000e+00  -3.176762532614e-02
   2.197265625000e+00  -3.136037276348e-02
   2.246093750000e+00  -3.097168017415e-02
   2.294921875000e+00  -3.060028466713e-02
   2.343750000000e+00  -3.024503334917e-02
   2.392578125000e+00  -2.990487186056e-02
   2.441406250000e+00  -2.957883428413e-02
   2.490234375000e+00  -2.926603424550e-02
   2.539062500000e+00  -2.896565704582e-02
   2.587890625000e+00  -2.867695269259e-02
   2.636718750000e+00  -2.839922971339e-02
   2.685546875000e+00  -2.813184965325e-02
   2.734375000000e+00  -2.787422217133e-02
   2.783203125000e+00  -2.762580066252e-02
   2.832031250000e+00  -2.738607834103e-02
   2.880859375000e+00  -2.715458473109e-02
   2.929687500000e+00  -2.693088251653e-02
   2.978515625000e+00  -2.671456470817e-02
   3.027343750000e+00  -2.650525209294e-02
   3.076171875000e+00  -2.630259093188e-02
   3.125000000000e+00  -2.610625088134e-02
   3.173828125000e+00  -2.591592311059e-02
   3.222656250000e+00  -2.573131859793e-02
   3.271484375000e+00  -2.555216658272e-02
   3.320312500000e+00  -2.537821315917e-02
   3.369140625000e+00  -2.520921999772e-02
   3.417968750000e+00  -2.504496317492e-02
   3.466796875000e+00  -2.488523211592e-02
   3.515625000000e+00  -2.472982861796e-02
   3.564453125000e+00  -2.457856596240e-02
   3.613281250000e+00  -2.443126810065e-02
   3.662109375000e+00  -2.428776890758e-02
   3.710937500000e+00  -2.414791149623e-02
   3.759765625000e+00  -2.401154758817e-02
   3.808593750000e+00  -2.387853693410e-02
   3.857421875000e+00  -2.374874678035e-02
   3.906250000000e+00  -2.362205137713e-02
   3.955078125000e+00  -2.349833152431e-02
