   1.570796326795e-01   6.866253073609e-02  -1.014329583112e+00
   4.712388980385e-01   5.002544689767e-02  -6.515771285310e-01
   7.853981633974e-01   3.408661669416e-02  -5.004359212757e-01
   1.099557428756e+00   2.166680229756e-02  -4.204612083776e-01
   1.413716694115e+00   1.248603234639e-02  -3.700057977274e-01
   1.727875959474e+00   5.932393742007e-03  -3.339171616380e-01
   2.042035224833e+00   1.377620654653e-03  -3.058347195806e-01
   2.356194490192e+00  -1.709373699963e-03  -2.827811756470e-01
   2.670353755551e+00  -3.742460786099e-03  -2.631611620339e-01
   2.984513020910e+00  -5.030383121459e-03  -2.461090720785e-01
   3.298672286269e+00  -5.797808552312e-03  -2.310623706784e-01
   3.612831551628e+00  -6.205261003080e-03  -2.176522905531e-01
   3.926990816987e+00  -6.366808614693e-03  -2.055927046436e-01
   4.241150082346e+00  -6.362888733121e-03  -1.947014378104e-01
   4.555309347705e+00  -6.249962105046e-03  -1.848185972181e-01
   4.869468613064e+00  -6.067268186303e-03  -1.758099580100e-01
   5.183627878423e+00  -5.842255704902e-03  -1.675665199165e-01
   5.497787143782e+00  -5.593737970085e-03  -1.600049130295e-01
   5.811946409141e+00  -5.334810783714e-03  -1.530424006573e-01
   6.126105674500e+00  -5.073844747782e-03  -1.466265916246e-01
   6.440264939859e+00  -4.817219839798e-03  -1.406843597964e-01
   6.754424205218e+00  -4.568243891844e-03  -1.351764832275e-01
   7.068583470577e+00  -4.329380551444e-03  -1.300552077758e-01
   7.382742735936e+00  -4.101912753568e-03  -1.252864439373e-01
   7.696902001295e+00  -3.886549899101e-03  -1.208360494685e-01
   8.011061266654e+00  -3.683335680405e-03  -1.166758928720e-01
   8.325220532013e+00  -3.492167124165e-03  -1.127752330965e-01
   8.639379797372e+00  -3.312620440314e-03  -1.091174467006e-01
   8.953539062731e+00  -3.144246302875e-03  -1.056792650315e-01
   9.267698328090e+00  -2.986384731562e-03  -1.024411534124e-01
   9.581857593449e+00  -2.838610907178e-03  -9.938884684908e-02
   9.896016858808e+00  -2.700186802342e-03  -9.650540236297e-02
   1.021017612417e+01  -2.570484670825e-03  -9.377514703922e-02
   1.052433538953e+01  -2.448980057845e-03  -9.119337795063e-02
   1.083849465488e+01  -2.335134721128e-03  -8.874463399605e-02
   1.115265392024e+01  -2.228346725681e-03  -8.641761870016e-02
   1.146681318560e+01  -2.128059488799e-03  -8.420802953794e-02
   1.178097245096e+01  -2.033952216919e-03  -8.210701161397e-02
   1.209513171632e+01  -1.945534482479e-03  -8.010101408159e-02
   1.240929098168e+01  -1.862290573414e-03  -7.819151121223e-02
   1.272345024704e+01  -1.784071528370e-03  -7.636668960403e-02
   1.303760951240e+01  -1.710360373821e-03  -7.462313473545e-02
   1.335176877776e+01  -1.640797194086e-03  -7.295751294533e-02
   1.366592804312e+01  -1.575294459399e-03  -7.136166221382e-02
   1.398008730847e+01  -1.513399108472e-03  -6.983254313616e-02
   1.429424657383e+01  -1.454931888216e-03  -6.836507309841e-02
   1.460840583919e+01  -1.399616844056e-03  -6.695806422400e-02
   1.492256510455e+01  -1.347291188499e-03  -6.560731173632e-02
   1.523672436991e+01  -1.297726840707e-03  -6.430816230673e-02
   1.555088363527e+01  -1.250717744323e-03  -6.305884943463e-02
   1.586504290063e+01  -1.206167063562e-03  -6.185517213708e-02
   1.617920216599e+01  -1.163862674221e-03  -6.069666428250e-02
   1.649336143135e+01  -1.123648635255e-03  -5.958034684154e-02
   1.680752069671e+01  -1.085431111258e-03  -5.850399087500e-02
   1.712167996206e+01  -1.049077021026e-03  -5.746359763197e-02
   1.743583922742e+01  -1.014464058179e-03  -5.645995693905e-02
   1.774999849278e+01  -9.814889319167e-04  -5.549002116588e-02
   1.806415775814e+01  -9.500666173707e-04  -5.455383507731e-02
   1.837831702350e+01  -9.200838294755e-04  -5.364748934251e-02
   1.869247628886e+01  -8.914438362885e-04  -5.276937572456e-02
   1.900663555422e+01  -8.641047976727e-04  -5.191926816731e-02
   1.932079481958e+01  -8.379828934567e-04  -5.109653915616e-02
   1.963495408494e+01  -8.129875913663e-04  -5.030021098048e-02
   1.994911335030e+01  -7.890641425385e-04  -4.952650214301e-02
