   1.570796326795e-01   5.934347181105e-07   1.014312924751e-05
   4.712388980385e-01   4.781851870071e-07   6.515740512100e-06
   7.853981633974e-01   3.452399956662e-07   5.004347941688e-06
   1.099557428756e+00   2.289237242785e-07   4.204636993476e-06
   1.413716694115e+00   1.377039051498e-07   3.700034958096e-06
   1.727875959474e+00   7.026819125843e-08   3.339158304866e-06
   2.042035224833e+00   3.371265586392e-08   3.058392260918e-06
   2.356194490192e+00   2.941027751115e-08   2.827753869465e-06
   2.670353755551e+00   3.904645489301e-08   2.631627996557e-06
   2.984513020910e+00   4.910952428104e-08   2.461097371203e-06
   3.298672286269e+00   5.637980119292e-08   2.310614211308e-06
   3.612831551628e+00   6.070008101775e-08   2.176451134094e-06
   3.926990816987e+00   6.266599094214e-08   2.055934947034e-06
   4.241150082346e+00   6.293188944003e-08   1.947045657605e-06
   4.555309347705e+00   6.203503832513e-08   1.848194720151e-06
   4.869468613064e+00   6.037696639156e-08   1.758095421904e-06
   5.183627878423e+00   5.824572978360e-08   1.675682797471e-06
   5.497787143782e+00   5.584349736946e-08   1.600061385276e-06
   5.811946409141e+00   5.330998768007e-08   1.530469368524e-06
   6.126105674500e+00   5.074032966697e-08   1.466252820409e-06
   6.440264939859e+00   4.819810678604e-08   1.406846479494e-06
   6.754424205218e+00   4.572471169732e-08   1.351758940787e-06
   7.068583470577e+00   4.334600283879e-08   1.300560960113e-06
   7.382742735936e+00   4.107702580203e-08   1.252876036090e-06
   7.696902001295e+00   3.892535768962e-08   1.208372711302e-06
   8.011061266654e+00   3.689347423018e-08   1.166758204949e-06
   8.325220532013e+00   3.498042349574e-08   1.127773098161e-06
   8.639379797372e+00   3.318300718780e-08   1.091186865242e-06
   8.953539062731e+00   3.149661178650e-08   1.056794093505e-06
   9.267698328090e+00   2.991579045957e-08   1.024411269400e-06
   9.581857593449e+00   2.843466742294e-08   9.938740341432e-07
   9.896016858808e+00   2.704721580938e-08   9.650348312595e-07
   1.021017612417e+01   2.574744548765e-08   9.377608830443e-07
   1.052433538953e+01   2.452952689600e-08   9.119324444239e-07
   1.083849465488e+01   2.338786956238e-08   8.874412917119e-07
   1.115265392024e+01   2.231716870375e-08   8.641894110074e-07
   1.146681318560e+01   2.131242951589e-08   8.420878568393e-07
   1.178097245096e+01   2.036897605002e-08   8.210557564321e-07
   1.209513171632e+01   1.948244961879e-08   8.010194388905e-07
   1.240929098168e+01   1.864880026598e-08   7.819116718321e-07
   1.272345024704e+01   1.786427381745e-08   7.636709906820e-07
   1.303760951240e+01   1.712539629656e-08   7.462411080734e-07
   1.335176877776e+01   1.642895695631e-08   7.295703926666e-07
   1.366592804312e+01   1.577199079739e-08   7.136114082634e-07
   1.398008730847e+01   1.515176116499e-08   6.983205054102e-07
   1.429424657383e+01   1.456574281840e-08   6.836574587935e-07
   1.460840583919e+01   1.401160572543e-08   6.695851446698e-07
   1.492256510455e+01   1.348719973221e-08   6.560692533706e-07
   1.523672436991e+01   1.299054018787e-08   6.430780325966e-07
   1.555088363527e+01   1.251979455352e-08   6.305820577938e-07
   1.586504290063e+01   1.207326999131e-08   6.185540263963e-07
   1.617920216599e+01   1.164940190638e-08   6.069685731423e-07
   1.649336143135e+01   1.124674340011e-08   5.958021040281e-07
   1.680752069671e+01   1.086395558442e-08   5.850326467807e-07
   1.712167996206e+01   1.049979870221e-08   5.746397159911e-07
   1.743583922742e+01   1.015312399723e-08   5.646041912849e-07
   1.774999849278e+01   9.822866277347e-09   5.549082071059e-07
   1.806415775814e+01   9.508037116099e-09   5.455350528582e-07
   1.837831702350e+01   9.207718640595e-09   5.364690823055e-07
   1.869247628886e+01   8.921057856173e-09   5.276956312554e-07
   1.900663555422e+01   8.647261461790e-09   5.192009426685e-07
   1.932079481958e+01   8.385591113273e-09   5.109720984333e-07
   1.963495408494e+01   8.135359094899e-09   5.029969571336e-07
   1.994911335030e+01   8.013019738881e-09   4.952640972092e-07
